VALUE	ABB	AVL
15425	33	15
32593	28	14
30312	32	15
13372	35	16
9642	36	13
21522	33	15
30324	29	15
9581	36	14
14677	29	15
12693	32	15
10655	34	15
26899	29	15
5679	31	14
26084	35	14
25945	32	15
45	25	13
30024	32	15
20894	40	15
9304	38	14
25833	31	14
26922	27	15
31224	37	14
24716	31	16
19653	33	14
10090	36	13
31746	32	14
18774	31	16
22004	38	15
4220	37	16
17708	29	12
10741	31	15
9219	36	13
27083	31	14
13576	35	17
5185	38	13
12220	36	16
32265	31	15
3153	36	15
9115	37	14
20043	33	11
6084	27	15
19757	34	14
27684	28	14
13215	33	15
2619	34	15
28847	36	14
27181	32	14
29715	33	13
15471	32	12
5536	24	13
1519	34	14
18766	32	16
27261	37	12
3199	30	16
32636	32	15
7783	30	13
4394	39	16
25798	37	16
22262	39	15
10061	34	14
14272	32	12
24431	28	15
1279	35	15
1895	30	14
3097	31	15
27319	36	13
6000	27	15
19319	32	15
1273	37	14
2850	32	11
1614	30	13
15044	30	14
32417	28	15
21951	34	15
21754	30	13
17272	28	16
1440	39	14
24493	32	15
21415	45	15
1607	35	13
17389	28	16
18142	33	16
5393	34	14
17745	34	15
17459	32	15
14363	33	14
27757	29	14
14922	32	16
32620	32	14
5704	27	15
1947	32	15
6104	39	15
26801	29	13
9962	31	14
31139	32	11
14908	29	16
27472	30	13
26598	30	15
18783	31	16
19253	30	15
3872	32	13
29323	26	13
22645	33	16
23841	30	13
14097	39	16
4051	38	13
13961	30	16
16742	29	13
11783	28	15
25062	34	15
13488	33	16
7696	36	14
30185	28	13
18144	30	16
19751	33	12
1724	34	13
3316	34	16
22740	35	13
13125	35	15
7348	33	15
7510	37	15
12049	29	16
8110	36	16
31323	27	14
19192	26	14
17572	30	15
11466	30	15
28108	32	14
5019	28	14
10270	29	12
22389	30	15
18110	28	14
29990	32	14
22679	36	15
30712	31	12
15275	28	13
20030	30	13
29682	31	14
18232	31	15
10801	34	15
11544	26	14
6755	31	14
17454	29	14
14008	32	13
139	25	12
11055	33	14
3479	34	16
3925	29	11
24426	23	15
16051	30	12
1005	34	14
21998	36	15
23056	39	15
424	29	9
18325	27	15
30111	28	13
2620	32	15
21925	37	16
26458	32	14
26461	30	14
21792	31	13
23269	33	15
21274	46	14
10713	32	13
5044	33	13
18251	34	16
26303	26	12
28839	32	14
5456	29	13
11939	26	15
8561	36	14
20128	41	13
12410	31	16
8235	36	14
23819	30	14
24453	28	15
22013	36	16
15698	36	15
6603	34	15
13541	35	16
23099	38	15
11711	32	14
12877	33	15
2624	31	15
26819	27	12
5269	33	13
3002	29	15
1132	33	15
22054	36	16
27382	33	14
5693	33	14
56	28	15
17415	26	15
25542	28	10
12726	29	17
13392	32	15
19314	29	11
15537	31	16
19123	32	15
10848	35	15
8559	36	14
8303	28	13
17308	30	15
21372	46	15
27094	34	14
32326	31	14
32301	26	10
15296	25	11
11364	27	13
31441	26	10
6441	28	13
8499	34	14
8207	33	16
24065	31	10
13901	31	15
29169	28	14
16535	27	14
8801	37	14
23683	31	12
30090	30	15
25182	34	14
2462	37	15
19033	32	15
9637	35	13
14457	36	16
23110	38	14
19633	30	15
31209	34	13
263	31	14
10960	36	15
28090	36	14
11037	33	15
19393	32	15
24029	31	14
4127	34	15
12685	31	15
3795	32	14
13245	31	12
19070	29	15
688	31	15
32235	29	12
5429	28	13
5915	29	12
21001	32	12
22415	31	15
31615	28	14
11222	35	15
22859	37	14
7347	32	15
6547	35	15
3674	35	16
27584	35	15
26251	33	13
10917	34	14
14488	35	15
22763	37	15
20126	43	14
2543	38	15
24948	28	12
25197	28	12
7452	29	15
30640	41	15
15805	37	16
18725	26	13
12657	30	15
12149	41	16
19811	30	14
13723	36	16
22810	33	14
13207	35	11
2276	34	15
32671	25	11
2231	29	14
29189	32	13
776	27	15
6445	35	15
11106	32	15
9795	35	13
21198	38	16
8340	35	15
31808	33	15
7347	33	15
22950	35	15
24023	29	13
7765	34	15
15124	30	15
14816	40	16
12116	38	15
26269	32	11
29256	28	12
4453	35	15
10659	34	15
3160	37	15
32090	34	13
19621	27	14
28353	34	14
13221	33	15
4543	37	16
9680	38	13
110	30	14
1618	31	13
25820	33	15
9289	37	13
4563	37	16
20211	42	15
10953	38	15
12376	29	14
7272	34	14
18993	30	15
29269	32	12
3871	32	16
15381	35	15
8805	34	11
586	30	15
23247	37	15
5784	31	14
18790	30	15
7154	33	14
19227	32	15
21030	44	16
9374	29	5
18137	21	15
25069	34	13
24405	28	14
16228	34	16
2517	37	15
20568	38	14
6713	36	15
30598	35	13
13636	35	16
10191	35	13
1741	32	12
22564	33	15
8853	35	12
11156	29	10
11413	28	15
5829	21	6
3338	25	13
22130	31	15
21890	35	15
26276	32	13
26555	24	12
26799	26	13
13334	33	16
5707	29	14
21727	30	15
4669	31	16
13512	39	16
11107	33	15
8775	35	14
3376	38	16
32426	27	14
28875	31	14
28459	30	14
15477	31	13
26441	28	14
10983	37	16
24361	30	14
8896	31	13
24021	24	9
26171	24	13
32395	23	15
17862	29	15
4482	38	16
5176	37	13
15305	32	16
20909	41	15
22317	37	16
27221	38	14
6734	28	12
4288	34	14
4675	27	14
14178	35	16
639	38	16
2920	42	15
9439	39	13
8985	36	14
21242	45	15
25687	30	14
11058	29	13
3063	32	14
5915	30	12
17671	26	15
1576	34	13
30538	32	13
1733	33	13
28259	27	14
31048	34	15
18314	34	15
13151	36	15
16836	31	15
24541	30	12
11500	25	13
1564	33	14
22046	34	16
15699	36	15
1077	35	16
29568	32	15
28028	32	14
11491	28	14
6092	36	15
2080	30	14
24233	32	14
29811	31	14
30484	32	15
12969	35	15
18224	33	16
16055	33	14
22520	36	15
28451	31	13
6535	32	15
16541	23	8
14024	31	14
14199	34	14
23432	31	13
19944	32	14
10307	32	15
23855	30	12
10528	34	15
8474	36	14
4597	30	16
12414	34	16
20299	42	16
23192	36	12
15555	32	15
6272	22	13
4928	28	12
31497	23	9
30148	26	13
194	27	14
31208	33	13
23807	22	13
12626	29	13
16389	36	14
9109	36	14
29145	29	12
25697	22	14
23615	34	15
4081	36	14
17896	33	16
2064	29	14
20451	35	13
24117	30	14
4048	36	13
31614	26	14
13410	33	16
23963	39	15
20273	42	15
14303	33	15
30194	29	14
533	29	13
16007	31	16
2767	35	15
29838	33	14
4415	34	15
7247	37	15
19173	29	15
13886	36	15
7058	34	10
3948	27	16
14988	32	15
3736	33	15
5595	33	14
10952	37	15
3342	34	15
24455	27	13
9964	28	13
21566	36	16
16882	31	15
22347	34	16
32146	35	14
4792	34	15
19080	25	14
20417	38	14
17095	26	12
1940	28	14
11714	29	13
13029	30	14
31784	30	14
5965	32	14
7749	37	16
2197	36	16
29353	32	13
1367	33	13
14016	31	15
4504	40	15
29063	35	13
1866	24	13
20605	34	15
5086	30	10
29054	30	14
4931	28	13
10294	29	14
15369	29	13
1085	33	15
28039	34	14
17705	29	14
14381	33	12
5143	34	13
14698	26	15
22126	31	15
28628	35	14
19451	40	14
4464	36	12
31369	28	14
32070	32	14
15270	34	15
27313	35	13
9532	34	13
19463	35	11
3095	28	15
18306	34	15
6047	33	14
160	30	16
22595	37	15
32081	34	13
7794	33	16
3490	34	16
32267	31	15
4561	39	16
2737	35	12
6633	34	15
31595	30	15
29528	32	14
6249	23	11
7198	30	14
11252	28	14
4229	33	9
14283	31	16
20351	41	15
31356	29	14
4901	30	13
27774	34	14
26083	35	14
23316	29	14
16983	28	13
14138	33	15
6904	34	15
8506	36	14
20463	35	12
15763	26	16
3280	36	15
1616	32	13
5401	32	14
9234	34	12
32156	31	14
29773	32	14
575	34	14
20106	42	12
25271	37	15
26803	27	12
17964	24	10
31401	27	13
25830	30	14
961	36	14
28785	32	13
26830	27	11
13790	35	14
6121	36	14
4871	32	14
1818	35	12
24326	26	14
19844	29	13
10039	31	12
21194	35	15
28031	34	14
11973	31	15
14775	31	15
25540	35	15
8034	36	14
12267	28	14
8726	33	14
22127	30	15
30280	32	14
1979	33	15
18777	31	16
1992	34	15
21264	47	14
27694	27	15
17383	30	16
22451	39	16
32476	33	14
1895	29	14
17058	29	15
25998	33	14
17757	31	12
14567	41	16
8023	32	10
31500	28	14
1105	33	12
30468	27	16
2136	29	11
6465	30	15
21577	33	10
25751	28	15
3943	29	13
23545	33	14
11952	33	16
28406	35	12
8150	30	15
10062	34	14
13577	35	17
2082	25	7
8173	24	16
21370	47	15
32120	33	14
20801	37	12
16780	32	16
19177	29	14
2180	36	15
18766	33	16
17937	36	15
20115	46	15
17435	27	15
21519	42	15
14716	31	14
21640	34	15
16342	36	14
11591	31	16
26834	32	14
13516	37	16
30335	29	14
7214	36	14
6079	30	15
6246	27	14
20689	37	14
31518	32	14
14718	30	14
24244	33	14
17790	30	16
26511	30	15
12542	35	15
27905	31	15
14967	34	17
11845	30	14
23613	34	15
7257	39	15
2919	41	15
18376	34	16
28408	36	13
14748	26	15
22912	32	11
30997	28	11
24711	27	15
19410	32	13
2171	32	14
27795	32	13
28931	33	13
5310	31	14
3290	36	16
22344	35	16
2473	38	16
32694	31	15
28529	33	13
32333	28	13
31875	32	16
29362	34	15
10788	34	16
12415	32	13
26437	26	13
13730	33	14
16882	29	15
2168	27	13
15733	23	14
25605	27	13
16947	25	14
2750	33	15
15822	31	13
7351	30	14
32029	26	10
29753	29	14
22247	34	14
25610	30	14
13709	32	16
19691	31	14
16144	32	15
27673	29	13
5637	31	14
4827	21	3
17276	18	16
14169	37	16
6384	37	14
4434	36	12
4774	31	15
18801	33	15
17966	29	15
14410	37	16
1517	37	14
23116	34	11
27084	29	14
2084	28	14
11905	26	15
16236	35	15
10259	34	14
26009	31	13
10627	31	15
32641	29	14
4805	28	15
27123	32	12
32616	28	14
17466	26	14
9123	37	14
893	28	11
4767	28	15
7771	35	16
16434	31	13
31288	28	13
24947	28	14
20496	32	14
10943	31	12
11471	25	14
7986	33	9
4480	32	16
1185	35	15
6605	34	15
26767	27	15
934	35	15
17854	32	15
2318	31	14
5957	32	14
17756	33	14
19793	25	13
26995	36	15
30973	30	13
24249	35	15
28650	29	12
14042	39	15
28018	29	15
30365	36	16
9910	28	14
31822	32	15
12243	35	16
1674	37	13
17408	26	12
18042	27	15
20329	38	14
182	28	14
20728	41	14
6756	31	14
7033	33	14
7262	29	8
30899	22	13
17496	26	16
1644	34	12
15452	32	12
9332	33	15
4897	31	13
17453	29	15
9212	36	13
11562	29	16
21376	42	13
10195	26	8
28172	21	12
17977	30	15
8150	33	15
1152	34	14
31282	31	13
1405	33	13
22564	34	15
5512	31	14
17539	29	15
11404	33	14
22069	35	16
12758	33	16
23376	36	15
5948	32	13
12826	27	14
20108	44	15
26435	29	12
29542	29	14
10967	34	14
5354	35	15
31147	36	15
9705	39	14
1884	28	14
3953	31	16
5397	34	14
241	26	12
951	32	14
12872	33	15
9244	35	12
12153	38	16
7815	30	11
17118	26	12
21122	35	14
31246	33	14
23220	33	15
25297	36	14
31871	33	16
18646	25	13
18781	29	16
16911	32	13
10328	30	14
1746	34	14
28690	29	14
15419	33	15
15924	32	15
19040	32	16
24388	31	13
25938	31	15
29228	36	14
26372	30	14
3321	36	15
18830	36	15
5281	34	12
19559	26	14
18372	35	15
25738	30	14
15570	30	15
22176	34	16
22005	36	13
5032	29	12
429	28	13
29619	31	14
5389	31	11
1968	30	15
13542	35	16
16983	30	13
11637	28	16
31161	33	13
21575	33	14
3581	31	14
11887	29	13
10061	32	14
9543	38	13
19469	35	14
9804	34	13
22984	37	16
11997	40	16
32371	28	13
2784	32	14
32001	31	14
1430	33	11
8026	32	14
1587	26	6
2348	26	15
7654	35	15
31287	30	13
31609	26	14
17407	29	15
6331	25	15
5642	33	14
22596	35	15
7444	31	15
15960	33	15
5345	35	11
1529	32	14
10639	30	14
7009	36	15
11421	31	15
3968	33	15
768	29	12
29746	30	13
7416	33	15
20288	42	15
3467	36	16
629	35	15
18119	30	16
14667	34	16
26950	28	14
12532	33	16
18557	32	15
5589	31	12
4834	30	14
18859	33	15
17393	30	16
16363	38	14
30606	34	13
18978	29	14
12641	32	16
15458	32	14
24	19	13
20986	37	15
25526	32	13
15629	26	11
22357	27	16
24517	31	13
8713	32	14
25651	30	14
28612	34	13
20507	33	15
31335	31	15
23615	35	15
3182	33	14
21226	43	14
12753	31	16
6074	29	15
20752	43	15
19213	31	14
30087	32	15
19831	31	13
7548	36	15
19488	37	14
12679	30	15
1293	35	12
14397	33	17
10899	34	14
12368	27	13
18314	32	15
3194	34	15
20990	35	11
26603	28	15
18534	26	14
32541	28	13
21940	36	16
6188	30	13
6838	30	15
7987	36	13
28571	30	13
7734	34	16
18082	31	14
13718	35	16
24891	34	15
8509	35	14
21273	45	14
30666	35	11
27412	31	14
31888	31	14
6084	30	15
25126	37	15
20021	36	13
2774	30	12
27448	28	14
32052	32	14
3082	34	15
13975	31	15
367	33	15
4698	32	14
22646	28	15
29695	36	14
3705	36	16
5049	30	11
29217	29	14
2015	29	14
367	32	15
15189	32	14
21780	31	15
16373	38	14
27561	31	15
9590	37	14
31619	27	14
109	31	14
26672	27	14
27215	31	15
8425	40	14
19111	30	15
6006	30	12
31454	26	14
15195	33	16
8507	35	13
837	33	16
17683	29	12
7957	28	14
27963	30	15
32502	29	14
25396	35	13
90	33	12
18616	28	13
22499	33	15
23168	33	13
18299	32	14
21127	37	14
27167	31	13
11539	25	15
27445	30	13
28484	29	14
28004	28	15
17161	32	14
17727	32	14
7064	34	14
3660	34	15
28390	34	13
5412	30	14
13240	32	13
10180	32	13
4406	38	17
9551	37	10
21550	31	14
12478	34	16
8048	36	15
18020	32	14
14300	32	15
12839	31	17
4640	29	14
5335	33	14
14142	35	16
22809	33	14
32325	31	14
15543	32	14
19695	27	11
31057	26	14
24056	31	12
12234	33	15
17263	33	16
5091	33	13
19535	33	14
479	25	14
28707	26	13
13868	34	16
14465	34	16
24416	31	15
8093	34	15
17673	22	6
21579	31	15
21031	44	16
5918	34	13
2118	28	13
16786	33	16
18578	29	15
20313	41	16
2650	33	13
17225	28	13
4826	29	14
19578	30	15
8273	31	14
30101	31	12
19104	27	13
14183	35	15
11785	28	13
20783	30	13
22729	33	14
7238	37	15
31393	33	14
32267	29	15
3468	36	16
29247	36	13
10543	31	15
14647	33	14
32457	27	15
20611	38	15
10673	34	15
20997	34	13
8349	31	14
29837	32	14
13895	35	15
620	32	15
19507	38	15
32168	27	12
12447	31	16
9900	26	14
10461	33	13
433	30	14
29616	30	13
6193	25	13
11107	30	15
24350	26	8
28075	27	14
12218	36	15
8091	34	15
28735	27	12
5678	28	14
12986	31	14
28729	30	14
964	36	14
5307	32	14
12286	31	14
8425	39	14
16000	30	15
11114	32	15
3985	33	16
11931	29	15
19052	32	15
14810	38	16
23005	37	16
18974	33	15
30447	35	16
27757	31	14
31250	30	11
8433	36	15
11868	30	15
27573	32	15
32716	28	13
10326	30	14
25789	32	15
8233	37	14
9200	35	13
7847	33	16
25551	30	14
24093	31	15
5334	34	14
14061	37	16
6221	33	14
3569	35	14
19886	28	14
8879	36	14
17521	32	15
9352	38	15
32028	31	14
28168	26	11
15289	29	14
32763	26	15
16166	34	15
25084	32	14
3047	31	15
31887	33	15
11856	28	15
24844	32	11
14155	29	13
21989	36	15
4101	34	13
29192	31	13
25668	25	14
10353	25	9
8249	28	15
27941	32	15
9733	38	13
10029	33	14
16461	34	13
32592	25	13
17045	29	14
22927	32	14
3379	35	12
30657	32	14
6681	38	15
30136	29	13
8402	33	14
5074	30	13
4950	31	15
10990	36	15
684	29	13
15634	32	15
12658	32	15
28748	32	15
3006	31	15
28053	29	9
14074	32	14
11192	26	8
16807	26	11
11919	24	15
31274	34	10
17686	24	14
27917	28	14
25889	33	15
20072	34	12
31163	25	10
28477	26	14
24947	29	14
10001	32	14
1061	33	15
6929	35	14
25603	29	12
22392	30	15
27625	27	13
5399	32	14
3389	33	15
5164	38	13
4588	36	15
32495	31	14
27467	28	13
6522	32	15
19670	29	12
29173	27	13
6702	31	14
6963	34	14
10692	32	14
3361	35	15
10766	35	15
25008	34	12
9534	33	13
6699	32	15
16334	32	15
14354	36	17
28776	35	14
3570	37	16
9188	39	13
4046	34	14
5756	31	15
26654	30	14
13160	36	16
32106	33	11
5751	26	15
13828	32	15
26474	31	15
29313	29	12
17683	25	12
15563	30	15
26249	33	13
22797	33	14
2806	36	15
3789	30	15
21697	36	14
29670	33	15
21289	44	14
4160	32	15
21893	34	15
10373	33	14
15819	32	15
12054	34	13
29710	31	11
5646	26	12
27399	32	14
21025	35	11
26098	32	14
7566	35	15
29251	32	13
17275	28	16
23544	36	14
16256	31	14
22938	36	15
6693	33	13
21803	32	15
29335	30	13
8589	37	15
26350	28	12
10285	23	11
22455	34	16
14581	39	15
10391	35	13
14030	40	15
28484	31	14
27964	28	14
19252	26	13
32733	27	15
13216	34	15
10957	37	15
14037	42	15
831	34	14
15599	34	14
8649	34	13
12646	30	15
11325	27	14
21022	38	14
8956	30	12
6100	33	14
13858	34	16
2851	35	14
18703	25	11
12914	33	16
16134	30	15
26758	25	13
16895	26	13
10394	32	14
31973	31	14
1056	31	13
19662	24	10
22423	31	14
18676	27	15
16163	32	12
16248	35	15
4290	37	14
30004	32	14
4442	37	13
10536	33	15
748	27	7
8263	23	14
23986	24	5
25772	22	15
21244	43	13
31619	26	14
28666	29	10
12070	34	15
10201	30	13
14149	33	15
2023	29	15
5893	32	13
11659	31	15
2439	34	15
5467	33	14
22324	36	15
21405	44	13
693	31	13
2534	32	14
29329	28	14
19141	28	15
9405	34	9
25486	27	13
9121	36	14
1479	37	10
28774	28	14
21707	36	15
29826	33	14
16790	34	16
23778	30	14
11734	31	15
4897	31	13
22716	30	12
28070	24	10
27427	25	12
13741	34	16
26109	37	14
23161	35	14
3372	38	16
9035	32	13
31287	28	13
32203	26	12
7537	35	16
13579	34	15
27021	35	15
32073	31	13
1213	36	14
25370	36	14
29636	31	13
24750	26	13
5802	27	14
12858	31	17
19437	38	15
2780	35	15
30311	33	15
5488	32	13
17221	29	14
18731	26	15
14521	38	15
6140	32	11
7001	31	14
27905	30	15
26432	29	14
25486	32	13
17262	30	15
9123	38	14
18684	25	9
30391	29	14
1311	36	13
74	29	13
5136	32	11
8094	30	15
25672	30	15
27770	34	12
27845	29	13
3828	29	14
13859	34	16
29327	30	14
21969	34	15
5930	32	14
13233	33	15
5785	31	14
30170	30	14
27617	28	14
2908	39	14
12649	31	15
22070	34	14
30114	25	11
13786	34	15
492	27	14
32501	27	13
3535	32	14
4692	31	16
26808	28	13
5153	33	13
14041	40	15
3528	33	16
485	28	12
22596	33	15
9396	40	13
22956	35	15
4382	40	16
14379	38	16
10632	34	15
30164	32	14
29687	33	13
17386	28	16
23210	32	13
4501	38	15
3713	36	15
14624	28	13
458	29	14
2091	32	14
26141	31	11
636	31	13
11886	26	10
31832	30	15
24205	30	14
20608	32	12
31647	22	10
22350	28	16
19793	27	13
12165	32	15
24033	29	13
11983	33	13
22320	35	16
16128	30	13
3433	27	15
22163	33	16
19477	41	15
28163	27	13
24715	30	16
8426	41	14
29980	35	14
24839	34	14
10866	28	14
4770	31	14
2285	35	14
25832	31	14
29203	31	14
3627	35	16
14921	34	16
4913	32	13
5475	33	14
14841	36	15
5346	38	14
2970	32	15
11464	30	15
9770	31	12
7280	30	13
26319	28	14
17102	28	14
30057	36	12
25089	29	13
18035	24	12
13340	30	16
3346	36	16
912	28	12
9829	30	12
19366	31	15
4246	38	13
18906	29	14
21314	41	15
28452	32	14
11298	28	13
22637	35	15
10795	33	14
28610	34	13
29307	29	14
9218	35	13
1480	39	13
21273	44	14
21037	42	16
8972	35	13
31884	29	13
10334	30	14
26084	35	14
27793	33	14
21563	36	14
15833	31	12
9242	32	12
14649	28	14
20138	35	13
19097	25	10
12786	29	17
31397	34	13
13255	32	16
24679	33	15
23908	34	14
32001	31	14
15576	31	15
14840	36	14
667	30	14
18141	31	16
17672	30	15
14695	30	15
24731	33	14
11064	27	10
25375	32	14
10978	37	16
8487	33	14
16862	31	15
20625	38	14
8099	33	15
6114	39	15
14837	36	15
16826	33	15
29985	36	14
31924	29	14
15058	33	14
4968	29	14
23688	31	13
9583	33	13
18193	29	15
29082	28	10
30311	28	15
691	32	12
21988	35	15
23431	32	13
22185	30	15
25615	30	13
5803	27	14
10466	28	7
1223	31	14
18280	32	14
4805	28	15
29789	31	12
19516	36	14
14239	39	16
8614	36	15
3948	32	16
28984	34	13
32366	29	14
25386	33	12
25419	31	11
7576	32	16
11667	31	15
13353	34	16
25410	37	12
6678	36	15
17201	31	13
20812	35	16
29736	36	14
10173	33	13
28019	25	13
7199	32	14
27942	31	15
3489	33	16
12658	33	15
13927	36	15
5565	30	11
11980	29	11
31065	26	11
26549	25	14
17674	28	14
15483	33	15
19911	27	12
315	29	15
1609	34	13
22667	31	14
15988	29	14
13279	33	15
26265	30	13
15406	31	14
15896	25	13
3214	34	16
20478	38	15
14050	42	15
30088	32	14
2771	33	15
5548	32	14
6564	36	14
21026	41	13
1448	33	13
5507	26	12
25184	26	10
21356	41	14
21132	34	13
4822	30	15
15277	32	15
23544	35	14
25301	35	14
11888	28	12
9399	37	13
2443	32	15
19272	34	15
8153	31	13
21884	31	13
22653	29	15
27111	37	14
5077	30	14
13116	36	17
5731	33	14
7690	35	14
21550	35	14
26922	27	15
26604	32	15
18097	33	16
7347	34	15
31080	32	14
26121	32	13
31513	31	14
16769	30	13
23090	35	15
5713	29	14
12685	30	15
2689	31	14
29530	31	14
17059	29	15
18559	31	15
26674	28	14
4084	31	11
29709	31	13
9687	35	13
26025	30	15
6226	26	14
5356	35	15
24715	32	16
31702	34	14
10291	23	6
32341	21	13
10352	28	14
10760	30	15
21815	34	15
29876	30	10
24656	27	15
30643	36	14
14742	27	15
22451	38	16
7740	34	15
17266	33	16
5906	32	12
2398	27	14
1571	33	14
840	34	14
9770	30	12
20612	35	15
12964	35	15
23083	38	15
26001	33	14
14944	31	16
8225	38	14
9923	25	12
32222	26	14
16248	37	15
19989	33	13
28527	30	12
3461	31	13
12230	34	15
2727	40	15
20361	39	15
28934	35	13
10774	33	15
7295	32	14
18923	29	15
23396	30	11
8879	33	14
16088	29	13
9393	38	13
21209	38	16
15669	36	15
9174	38	14
12865	33	15
26056	33	14
32206	29	14
28954	34	14
11145	33	15
11251	29	14
5508	30	14
27285	34	13
32648	26	14
26606	31	15
19947	32	12
16281	27	14
15376	32	10
23764	25	14
22531	34	15
11830	31	14
29642	31	13
11320	27	13
607	32	14
28867	30	15
17786	31	16
20574	37	14
6791	32	16
10683	34	14
26756	27	12
1707	32	12
32156	31	14
16843	30	13
25264	27	12
15963	30	15
7226	38	14
27688	29	15
19242	32	14
24434	30	15
30114	26	11
17702	26	14
16077	28	13
32245	28	13
19993	31	13
16135	27	15
27040	39	14
19801	25	12
9355	32	14
20752	42	15
18849	31	12
26684	27	14
11124	27	9
7395	25	15
3778	35	15
16467	32	11
18689	24	14
32264	29	15
15410	34	14
19108	29	15
25202	31	15
14285	37	16
28381	34	13
15349	25	14
30402	31	14
13648	29	14
27958	30	14
27012	34	15
19594	30	15
4058	38	13
25652	29	14
8696	38	14
14115	36	14
20334	40	15
30106	23	5
4760	22	15
14090	40	16
6562	35	13
31612	26	14
3259	32	15
31113	28	13
17070	29	14
9471	34	12
16255	30	15
31636	28	13
29891	27	11
20576	30	10
14782	28	15
21490	39	15
24990	37	13
17976	31	15
18494	29	14
26781	27	13
12892	30	15
14846	36	15
1064	33	14
4970	28	13
10640	30	12
13261	26	13
9660	35	14
31212	35	13
11155	31	13
18279	31	14
28482	30	14
7318	34	14
8475	35	14
15483	33	15
17476	28	15
24865	29	13
26639	30	14
3107	35	15
16634	28	7
7213	24	11
18074	28	14
22449	37	16
26118	34	13
24107	29	15
5247	36	14
15531	32	15
11362	31	13
1914	29	14
3756	30	16
10772	36	15
5526	35	14
26576	22	10
2321	26	14
6893	32	15
3118	36	15
27868	32	13
29362	31	15
23036	39	15
10347	30	14
9258	35	13
24571	30	14
13004	32	14
11577	29	16
5190	34	12
3924	29	16
13301	38	16
20833	41	15
12580	33	15
7158	32	13
26269	30	11
10496	30	14
28607	31	10
21245	41	15
7999	38	14
17208	30	13
15617	30	14
24254	32	11
19372	28	13
20517	33	14
23523	35	13
15450	34	14
25167	30	11
25362	35	13
28373	31	13
12180	31	14
22196	36	15
9453	40	12
12384	26	14
10463	33	13
14156	32	14
2809	34	13
7946	30	16
20923	42	15
22634	37	15
26051	31	14
8314	29	10
13122	32	15
12434	32	15
23639	27	12
24540	31	14
11006	34	15
18931	30	15
10163	41	14
27527	26	13
8702	37	14
27954	29	13
8828	32	12
21981	34	16
14889	32	13
26985	36	14
240	29	15
23923	36	14
26066	32	13
7536	36	16
17692	28	11
24691	30	15
7564	36	15
9819	33	12
17231	29	13
7998	36	14
10303	32	15
22339	35	16
19150	30	16
4693	30	12
10619	30	15
24138	31	14
18121	28	14
22393	32	15
27149	34	12
15065	31	15
27534	33	14
31249	33	14
3792	32	16
26924	22	9
17405	23	14
6861	32	14
12742	31	16
26385	30	11
13116	33	17
14985	34	16
4455	39	15
30188	26	11
16044	28	14
11380	34	13
19001	29	15
15871	25	12
13339	30	16
29553	33	14
20129	42	14
14056	41	16
59	31	15
3773	37	16
4345	41	15
31083	32	14
18770	32	16
31186	31	14
5090	31	13
24178	28	14
8756	31	13
25484	25	7
21724	20	13
3922	30	16
26991	39	14
24715	31	16
17684	32	15
27472	29	13
10437	32	14
7384	30	15
17532	34	16
26212	35	14
2271	37	15
20683	36	13
21281	43	14
17725	33	15
11583	30	16
32044	32	14
27834	30	12
23172	34	15
3191	34	15
12952	34	14
17020	31	15
10597	32	12
6296	22	14
26662	32	15
18230	28	13
4428	37	15
19438	35	14
9547	36	13
16793	33	16
26348	32	13
28138	30	13
763	26	11
22743	33	14
7814	32	15
9312	35	13
18449	27	16
20337	37	11
27496	26	15
9459	35	12
9457	37	12
24649	28	15
30900	26	7
6861	25	14
21100	37	12
29183	30	13
8034	34	14
5267	34	13
6116	37	15
5242	34	12
15752	25	16
3735	34	15
31920	30	12
31941	28	15
4825	32	15
27984	31	15
10433	34	14
29469	34	14
18028	26	13
31752	33	15
14470	33	16
26440	31	14
31168	29	14
17365	33	15
2062	30	15
7976	35	13
3324	34	14
20170	38	11
14701	26	15
13199	36	15
30843	32	13
11118	30	15
31328	26	14
20309	39	15
24455	27	13
17517	30	15
19764	33	13
25768	28	15
16485	32	15
24718	32	16
22755	36	14
19620	28	14
26003	32	14
24293	33	14
1153	33	14
1315	36	13
31821	31	15
842	36	14
25046	36	14
215	32	14
29781	32	14
26378	30	14
11085	31	15
15766	30	16
3316	37	16
25052	34	12
22797	32	14
5364	35	15
13116	37	17
32534	32	14
4453	37	15
31511	33	14
5521	34	14
21280	44	14
30829	31	14
8135	34	16
4200	36	14
17705	29	14
8938	30	12
9669	34	14
22605	39	16
8474	37	14
12403	30	15
25694	30	15
1323	37	13
1480	39	13
20690	36	14
26431	27	11
25288	36	14
878	30	15
14509	37	15
8331	33	14
10895	31	14
32346	30	14
18790	30	15
299	26	16
2706	40	15
10726	34	15
28735	27	12
27494	27	15
7631	31	16
12202	36	15
194	29	14
13233	33	15
14770	29	15
22256	38	15
3680	32	15
9160	31	13
13532	34	16
16488	33	15
2392	31	14
13309	35	16
2851	35	14
2590	31	14
8922	30	12
28368	29	12
730	32	15
28584	34	13
15468	33	15
12993	30	10
14162	31	16
15012	30	13
26254	31	13
18018	29	13
11424	30	15
5986	34	14
12953	33	14
29360	27	14
20641	36	13
8669	33	13
23533	33	12
6051	29	15
